,text_id,source_tokens,target_tokens,labels
2420,AbstRCT_neoplasm_11346336,"No cases of drug-related neutropenic fever, sepsis, or death occurred.",Bexarotene (Targretin capsules) (the first retinoid X receptor-selective rexinoid) was well tolerated and effective as an oral treatment for 15 (54%) of 28 patients with refractory or persistent early-stage cutaneous T-cell lymphoma at doses of 300 mg/m(2) per day.,Support
2421,AbstRCT_neoplasm_23632471,"Participants in the PPDI intervention demonstrated significant (P < .05) reductions in adverse dietary symptoms and significant improvements (P < .05) in functional status, performance status, dietary intake, adherence to dietary guidelines, dietary knowledge, and satisfaction with the intervention as compared with the control group over time.",The PPDI was an effective dietary intervention for patients undergoing a gastrectomy for gastric cancer and deserves additional study in other populations of patients.,Support
2422,AbstRCT_neoplasm_23632471,The PPDI was an effective dietary intervention for patients undergoing a gastrectomy for gastric cancer and deserves additional study in other populations of patients.,Incorporating patients' perspectives into a dietary intervention after gastrectomy for gastric cancer may contribute to improved patient outcomes and quality care.,Support
2423,AbstRCT_neoplasm_17848814,"The cancer-related fatigue was significantly reduced in the training group from t1 to t3, however, not in the control group.",Structured physical training programs initiated during inpatient rehabilitation and continuously practiced in the time thereafter can improve symptoms of chronic fatigue and quality of life in breast cancer patients.,Support
2424,AbstRCT_neoplasm_17848814,but further improvement in the follow-up (t3) was only observed in the training group.,"The scores for global quality of life, physical well-being, and functionality increased from t1 to t2,",Partial-Attack
2425,AbstRCT_neoplasm_17848814,"The scores for global quality of life, physical well-being, and functionality increased from t1 to t2,",Structured physical training programs initiated during inpatient rehabilitation and continuously practiced in the time thereafter can improve symptoms of chronic fatigue and quality of life in breast cancer patients.,Support
2426,AbstRCT_neoplasm_17848814,The increase from t1 to t2 was significantly higher for the training group.,Structured physical training programs initiated during inpatient rehabilitation and continuously practiced in the time thereafter can improve symptoms of chronic fatigue and quality of life in breast cancer patients.,Support
2427,AbstRCT_neoplasm_17848814,There was an improvement of muscle strength at the end of rehabilitation for both groups.,Structured physical training programs initiated during inpatient rehabilitation and continuously practiced in the time thereafter can improve symptoms of chronic fatigue and quality of life in breast cancer patients.,Support
2428,AbstRCT_neoplasm_17848814,The positive effects of physical activity in the rehabilitation of breast cancer patients are documented in several studies.,Structured physical training programs initiated during inpatient rehabilitation and continuously practiced in the time thereafter can improve symptoms of chronic fatigue and quality of life in breast cancer patients.,Support
2429,AbstRCT_neoplasm_24028441,LRH group mean pain score was significantly lower than ARH after 36 h of observation (P = 0.044; mean difference score: 1.42; 95% CI: 0.04-2.80).,LRH provided lower pain scores after 36 h of observation in this series.,Support
2430,AbstRCT_neoplasm_24028441,The relative risk of presenting with complications was 0.70; CI 95% (0.23-2.11); P = 0.694.,The perioperative and serious postoperative complications ratios were comparable between the groups.,Support
2431,AbstRCT_neoplasm_24028441,Four patients (25%) in the LRH group and 5 patients (36%) in the ARH group presented with transoperative or serious postoperative complications.,The perioperative and serious postoperative complications ratios were comparable between the groups.,Support
2432,AbstRCT_neoplasm_23609927,"Gender-based differences appear to play a role in the early, but not late, response to a multidisciplinary intervention to improve QOL for patients with advanced cancer,",early interventions can be tailored for each gender.,Support
2433,AbstRCT_neoplasm_23609927,Men receiving the intervention had a smaller decrease in FACT-G score compared to controls (p = 0.048) and also worsened on the LASA financial (p = 0.02).,"Gender-based differences appear to play a role in the early, but not late, response to a multidisciplinary intervention to improve QOL for patients with advanced cancer,",Support
2434,AbstRCT_neoplasm_23609927,"At week 4 postintervention, women in the intervention group had statistically significant improvement in their FACT-G score, FACT-G physical well-being subscale, LASA fatigue, POMS total score, POMS fatigue-inertia subscale, and POMS confusion-bewilderment subscale (p < 0.05).","Gender-based differences appear to play a role in the early, but not late, response to a multidisciplinary intervention to improve QOL for patients with advanced cancer,",Support
2435,AbstRCT_neoplasm_23609927,"At week 27, the only gender difference was that intervention group men had more POMS anger-hostility (p = 0.009).","Gender-based differences appear to play a role in the early, but not late, response to a multidisciplinary intervention to improve QOL for patients with advanced cancer,",Support
2436,AbstRCT_neoplasm_23609927,"By week 52, there were no statistically significant gender differences in any of the QOL measures.","Gender-based differences appear to play a role in the early, but not late, response to a multidisciplinary intervention to improve QOL for patients with advanced cancer,",Support
2437,AbstRCT_neoplasm_12837811,Both DC and DCb were better tolerated and provided patients with consistently improved QoL compared with VC.,These findings demonstrate that a docetaxel plus platinum combination is an effective treatment option with a favorable therapeutic index for first-line treatment of advanced or metastatic NSCLC.,Support
2438,AbstRCT_neoplasm_12837811,DC resulted in a more favorable overall response and survival rate than VC.,These findings demonstrate that a docetaxel plus platinum combination is an effective treatment option with a favorable therapeutic index for first-line treatment of advanced or metastatic NSCLC.,Support
2439,AbstRCT_neoplasm_12837811,"Patients treated with either docetaxel regimen had consistently improved QoL compared with VC-treated patients, who experienced deterioration in QoL.",Both DC and DCb were better tolerated and provided patients with consistently improved QoL compared with VC.,Support
2440,AbstRCT_neoplasm_12837811,"Median survival (9.4 v 9.9 months [for VC]; P =.657; hazard ratio, 1.048 [97.2 confidence interval, 0.877 to 1.253]) and response (23.9%) with DCb were similar to those results for VC.",DC resulted in a more favorable overall response and survival rate than VC.,Support
2441,AbstRCT_neoplasm_12837811,Overall response rate was 31.6% for DC-treated patients v 24.5% for VC-treated patients (P =.029).,DC resulted in a more favorable overall response and survival rate than VC.,Support
2442,AbstRCT_neoplasm_12837811,The 2-year survival rate was 21% for DC-treated patients and 14% for VC-treated patients.,DC resulted in a more favorable overall response and survival rate than VC.,Support
2443,AbstRCT_neoplasm_12837811,"Patients treated with DC had a median survival of 11.3 v 10.1 months for VC-treated patients (P =.044; hazard ratio, 1.183 [97.2% confidence interval, 0.989 to 1.416]).",DC resulted in a more favorable overall response and survival rate than VC.,Support
2444,AbstRCT_neoplasm_12837811,"Neutropenia, thrombocytopenia, infection, and febrile neutropenia were similar with all three regimens.",Both DC and DCb were better tolerated and provided patients with consistently improved QoL compared with VC.,Support
2445,AbstRCT_neoplasm_12837811,"Grade 3 to 4 anemia, nausea, and vomiting were more common (P <.01) with VC than with DC or DCb.",Both DC and DCb were better tolerated and provided patients with consistently improved QoL compared with VC.,Support
2446,AbstRCT_neoplasm_23816967,"Fatigue and nausea were worse with chemotherapy, whereas diarrhea, dysphagia, and sore mouth were worse with afatinib (all P < .01).","In patients with lung adenocarcinoma with EGFR mutations, first-line afatinib was associated with better control of cough and dyspnea compared with chemotherapy, although diarrhea, dysphagia, and sore mouth were worse.",Support
2447,AbstRCT_neoplasm_23816967,"Afatinib showed significantly better mean scores over time in global health status/QoL (P = .015) and physical (P < .001), role (P = .004), and cognitive (P = .007) functioning compared with chemotherapy.",Global health status/QoL was also improved over time with afatinib compared with chemotherapy.,Support
2448,AbstRCT_neoplasm_23816967,Differences in mean scores over time significantly favored afatinib over chemotherapy for cough (P < .001) and dyspnea (P < .001).,"In patients with lung adenocarcinoma with EGFR mutations, first-line afatinib was associated with better control of cough and dyspnea compared with chemotherapy, although diarrhea, dysphagia, and sore mouth were worse.",Support
